Product_ID,Product_Name,Category,Brand,Cost_Price,Selling_Price,Supplier_ID,Launch_Date,Status
2468,Cable Management Kit,Accessories,Ugreen,162,340,214,2022-12-04,Active
2469,Gaming Mouse Pad XL,Accessories,Corsair,474,635,215,2022-07-24,Active
2470,4K Webcam,Electronics,Logitech,6030,8776,201,2022-11-20,Active
2471,Wireless Earbuds,Electronics,boAt,1195,1802,216,2023-01-03,Inactive
2472,Monitor Arm Dual,Accessories,Fleximounts,1699,2648,217,2023-08-05,Active
2473,Smart Plug WiFi,Electronics,TP-Link,306,526,218,2022-09-17,Active
2474,Laptop Backpack 15.6,Accessories,Wildcraft,927,1506,219,2024-04-23,Active
2475,Drawing Tablet,Electronics,Wacom,5595,9863,220,2025-05-06,Active
2476,Smart LED Bulb,Electronics,Syska,150,326,221,2023-09-09,Active
2477,Foldable Desk,Furniture,Durian,3576,6629,222,2022-08-29,Discontinued
2478,Gaming Chair,Furniture,Green Soul,11202,16380,208,2025-01-10,Active
2479,Portable Projector,Electronics,MI,7419,12302,299,2023-03-03,Active
2480,WiFi Router AC1200,Electronics,TP-Link,1090,2118,218,2024-08-29,Active
2481,Network Switch 8-Port,Electronics,D-Link,880,1734,236,2022-04-21,Active
2482,Surge Protector 6-in-1,Accessories,Belkin,608,986,235,2023-11-16,Active
2483,Cable Organizer Bag,Accessories,Ugreen,134,247,214,2022-08-02,Active
2484,Smartphone Stand,Accessories,Portronics,203,326,223,2022-03-01,Active
2485,USB Flash Drive 64GB,Electronics,SanDisk,248,538,224,2024-06-29,Active
2486,External HDD 2TB,Electronics,Seagate,3602,5638,225,2023-10-30,Active
2487,Keyboard Wrist Rest,Accessories,Kensington,283,519,226,2023-05-01,Active
2488,Monitor Cleaning Kit,Accessories,3M,200,340,227,2023-03-28,Active
2489,Laptop Cooling Pad,Accessories,Zebronics,667,910,228,2024-06-11,Active
2490,Smart Speaker,Electronics,Amazon,2482,3468,229,2024-03-04,Active
2491,Action Camera 4K,Electronics,GoPro,14810,23470,230,2024-01-05,Discontinued
2492,Ring Light 18-inch,Accessories,Digitek,1093,1850,231,2025-03-10,Active
2493,Tripod Flexible,Accessories,Joby,793,1604,232,2024-07-28,Active
2494,Microphone USB,Electronics,Blue,4851,6607,233,2023-08-28,Active
2495,Headphone Stand,Accessories,Satechi,848,1335,234,2025-06-06,Inactive
2496,Docking Station,Electronics,Dell,5322,8083,204,2023-04-16,Active
2497,Privacy Screen Filter,Accessories,3M,985,1496,227,2023-03-20,Active
2498,Ergonomic Mouse Vertical,Electronics,Anker,1079,1528,202,2024-05-26,Active
2499,Trackball Mouse,Electronics,Logitech,2957,4826,201,2025-04-01,Active
2500,Fingerprint Reader USB,Electronics,Kensington,2031,3267,226,2025-03-20,Inactive
2501,Wireless Mouse,Electronics,Logitech,439,635,201,2024-08-21,Active
2502,Bluetooth Keyboard,Electronics,Logitech,781,1181,201,2024-03-18,Active
2503,USB-C Hub 7-in-1,Electronics,Anker,675,1063,202,2024-07-15,Active
2504,Noise Cancelling Headphones,Electronics,Sony,3675,6828,203,2024-04-12,Inactive
2505,27-inch Monitor,Electronics,Dell,11123,18223,204,2022-07-05,Active
2506,Mechanical Keyboard,Electronics,Keychron,2942,4008,205,2024-07-29,Inactive
2507,Webcam 1080p,Electronics,Logitech,1182,1628,201,2024-07-20,Active
2508,Laptop Stand Aluminium,Accessories,Nexstand,339,727,206,2023-01-14,Active
2509,Desk Lamp LED,Furniture,Philips,500,893,207,2022-01-03,Inactive
2510,Office Chair Ergonomic,Furniture,Green Soul,7405,15101,208,2023-11-13,Active
2511,Wireless Charger 15W,Electronics,Anker,319,629,202,2025-06-08,Active
2512,Portable SSD 1TB,Electronics,Samsung,3483,5287,209,2022-06-15,Active
2513,Smart Watch Series 5,Wearables,Noise,1996,3801,210,2024-11-20,Inactive
2514,Fitness Band Pro,Wearables,Mi,1031,1723,211,2022-08-16,Active
2515,Bluetooth Speaker,Electronics,JBL,1781,2724,212,2024-01-21,Active
2516,Power Bank 20000mAh,Electronics,Anker,906,1369,202,2023-02-24,Active
2517,Desk Organizer Wood,Accessories,Miniso,238,453,213,2024-09-06,Active
2518,Cable Management Kit,Accessories,Ugreen,194,375,214,2023-03-06,Active
2519,Gaming Mouse Pad XL,Accessories,Corsair,453,674,215,2023-07-02,Active
2520,4K Webcam,Electronics,Logitech,5666,8197,201,2024-02-03,Active
2521,Wireless Earbuds,Electronics,boAt,1195,2010,216,2022-09-09,Active
2522,Monitor Arm Dual,Accessories,Fleximounts,1615,2768,217,2023-08-22,Active
2523,Smart Plug WiFi,Electronics,TP-Link,269,516,218,2022-05-15,Active
2524,Laptop Backpack 15.6,Accessories,Wildcraft,993,1375,219,2024-03-11,Inactive
2525,Drawing Tablet,Electronics,Wacom,5806,10366,220,2022-08-12,Active
2526,Smart LED Bulb,Electronics,Syska,133,278,221,2022-11-05,Inactive
2527,Foldable Desk,Furniture,Durian,4226,7177,222,2023-08-24,Active
2528,Gaming Chair,Furniture,Green Soul,10336,17380,208,2024-08-28,Active
2529,Portable Projector,Electronics,MI,7374,12346,299,2023-08-21,Active
2530,WiFi Router AC1200,Electronics,TP-Link,1028,2120,218,2024-11-30,Active
2531,Network Switch 8-Port,Electronics,D-Link,954,1549,236,2023-10-31,Active
2532,Surge Protector 6-in-1,Accessories,Belkin,682,1005,235,2025-01-28,Active
2533,Cable Organizer Bag,Accessories,Ugreen,113,231,214,2023-09-20,Active
2534,Smartphone Stand,Accessories,Portronics,167,348,223,2023-08-14,Active
2535,USB Flash Drive 64GB,Electronics,SanDisk,242,484,224,2024-07-22,Discontinued
2536,External HDD 2TB,Electronics,Seagate,3935,5592,225,2025-01-01,Active
2537,Keyboard Wrist Rest,Accessories,Kensington,365,586,226,2022-11-11,Active
2538,Monitor Cleaning Kit,Accessories,3M,159,383,227,2025-03-22,Active
2539,Laptop Cooling Pad,Accessories,Zebronics,603,936,228,2025-02-25,Active
2540,Smart Speaker,Electronics,Amazon,2309,3834,229,2022-10-30,Active
2541,Action Camera 4K,Electronics,GoPro,15179,23312,230,2023-09-10,Active
2542,Ring Light 18-inch,Accessories,Digitek,1029,2171,231,2022-10-25,Inactive
2543,Tripod Flexible,Accessories,Joby,1004,1396,232,2025-01-23,Discontinued
2544,Microphone USB,Electronics,Blue,4272,7287,233,2024-08-28,Inactive
2545,Headphone Stand,Accessories,Satechi,890,1365,234,2025-03-20,Active
2546,Docking Station,Electronics,Dell,5667,8365,204,2024-06-24,Active
2547,Privacy Screen Filter,Accessories,3M,786,1493,227,2022-03-24,Active
2548,Ergonomic Mouse Vertical,Electronics,Anker,995,1538,202,2024-04-02,Active
2549,Trackball Mouse,Electronics,Logitech,2932,4856,201,2023-10-31,Active
2550,Fingerprint Reader USB,Electronics,Kensington,1876,3049,226,2023-03-31,Active
2551,Wireless Mouse,Electronics,Logitech,486,656,201,2022-06-21,Active
2552,Bluetooth Keyboard,Electronics,Logitech,767,1240,201,2022-06-28,Discontinued
2553,USB-C Hub 7-in-1,Electronics,Anker,600,997,202,2025-05-20,Active
2554,Noise Cancelling Headphones,Electronics,Sony,4759,7030,203,2024-01-10,Active
2555,27-inch Monitor,Electronics,Dell,13310,18724,204,2024-03-01,Active
2556,Mechanical Keyboard,Electronics,Keychron,2619,4171,205,2024-07-01,Inactive
2557,Webcam 1080p,Electronics,Logitech,964,1881,201,2024-06-28,Active
2558,Laptop Stand Aluminium,Accessories,Nexstand,370,691,206,2022-12-02,Active
2559,Desk Lamp LED,Furniture,Philips,593,885,207,2024-04-28,Active
2560,Office Chair Ergonomic,Furniture,Green Soul,8722,12840,208,2023-03-02,Active
2561,Wireless Charger 15W,Electronics,Anker,390,602,202,2023-11-18,Active
2562,Portable SSD 1TB,Electronics,Samsung,3642,5255,209,2022-07-01,Active
2563,Smart Watch Series 5,Wearables,Noise,2187,3340,210,2022-12-25,Active
2564,Fitness Band Pro,Wearables,Mi,1042,1681,211,2022-10-08,Active
2565,Bluetooth Speaker,Electronics,JBL,1979,2873,212,2024-10-01,Active
2566,Power Bank 20000mAh,Electronics,Anker,977,1599,202,2023-09-15,Active
2567,Desk Organizer Wood,Accessories,Miniso,268,424,213,2022-01-06,Active
2568,Cable Management Kit,Accessories,Ugreen,169,359,214,2024-08-25,Active
2569,Gaming Mouse Pad XL,Accessories,Corsair,441,669,215,2023-01-03,Active
2570,4K Webcam,Electronics,Logitech,6127,8540,201,2022-09-02,Active
2571,Wireless Earbuds,Electronics,boAt,1197,2187,216,2025-05-11,Active
2572,Monitor Arm Dual,Accessories,Fleximounts,1639,2633,217,2023-06-13,Active
2573,Smart Plug WiFi,Electronics,TP-Link,278,518,218,2022-09-02,Active
2574,Laptop Backpack 15.6,Accessories,Wildcraft,952,1354,219,2023-06-16,Active
2575,Drawing Tablet,Electronics,Wacom,5379,9156,220,2022-10-05,Active
2576,Smart LED Bulb,Electronics,Syska,130,291,221,2023-12-31,Active
2577,Foldable Desk,Furniture,Durian,3937,7193,222,2022-06-07,Active
2578,Gaming Chair,Furniture,Green Soul,10583,14985,208,2022-07-13,Active
2579,Portable Projector,Electronics,MI,6751,11573,299,2023-10-10,Active
2580,WiFi Router AC1200,Electronics,TP-Link,1267,1919,218,2024-01-13,Active
2581,Network Switch 8-Port,Electronics,D-Link,1004,1702,236,2022-01-27,Active
2582,Surge Protector 6-in-1,Accessories,Belkin,607,1055,235,2024-04-23,Active
2583,Cable Organizer Bag,Accessories,Ugreen,135,229,214,2022-11-13,Active
2584,Smartphone Stand,Accessories,Portronics,198,370,223,2025-02-18,Active
2585,USB Flash Drive 64GB,Electronics,SanDisk,308,502,224,2024-12-25,Active
2586,External HDD 2TB,Electronics,Seagate,4031,6362,225,2024-05-04,Active
2587,Keyboard Wrist Rest,Accessories,Kensington,279,584,226,2022-02-05,Active
2588,Monitor Cleaning Kit,Accessories,3M,170,339,227,2024-06-24,Inactive
2589,Laptop Cooling Pad,Accessories,Zebronics,669,1052,228,2023-12-02,Active
2590,Smart Speaker,Electronics,Amazon,2071,3670,229,2022-08-31,Active
2591,Action Camera 4K,Electronics,GoPro,16606,23211,230,2023-04-10,Active
2592,Ring Light 18-inch,Accessories,Digitek,1096,2191,231,2024-05-20,Active
2593,Tripod Flexible,Accessories,Joby,966,1372,232,2024-09-18,Active
2594,Microphone USB,Electronics,Blue,3882,6450,233,2024-11-17,Active
2595,Headphone Stand,Accessories,Satechi,773,1405,234,2022-03-30,Active
2596,Docking Station,Electronics,Dell,5461,8406,204,2022-09-11,Inactive
2597,Privacy Screen Filter,Accessories,3M,811,1619,227,2023-01-14,Active
2598,Ergonomic Mouse Vertical,Electronics,Anker,842,1486,202,2023-07-23,Inactive
2599,Trackball Mouse,Electronics,Logitech,3054,4660,201,2024-10-22,Active
2600,Fingerprint Reader USB,Electronics,Kensington,1861,3002,226,2022-05-20,Active
2601,Wireless Mouse,Electronics,Logitech,461,631,201,2023-03-21,Active
2602,Bluetooth Keyboard,Electronics,Logitech,889,1120,201,2025-01-05,Active
2603,USB-C Hub 7-in-1,Electronics,Anker,662,1084,202,2024-10-29,Inactive
2604,Noise Cancelling Headphones,Electronics,Sony,4168,6757,203,2023-01-15,Active
2605,27-inch Monitor,Electronics,Dell,14217,17786,204,2023-12-28,Discontinued
2606,Mechanical Keyboard,Electronics,Keychron,2736,4311,205,2024-04-14,Active
2607,Webcam 1080p,Electronics,Logitech,1260,1664,201,2022-08-14,Active
2608,Laptop Stand Aluminium,Accessories,Nexstand,380,680,206,2023-08-14,Active
2609,Desk Lamp LED,Furniture,Philips,448,868,207,2022-08-25,Active
2610,Office Chair Ergonomic,Furniture,Green Soul,8390,14660,208,2024-06-28,Active
2611,Wireless Charger 15W,Electronics,Anker,331,657,202,2024-05-26,Active
2612,Portable SSD 1TB,Electronics,Samsung,2787,5340,209,2024-09-01,Inactive
2613,Smart Watch Series 5,Wearables,Noise,2016,3158,210,2024-10-03,Active
2614,Fitness Band Pro,Wearables,Mi,950,1606,211,2022-06-24,Active
2615,Bluetooth Speaker,Electronics,JBL,1743,3116,212,2022-07-28,Active
2616,Power Bank 20000mAh,Electronics,Anker,995,1400,202,2024-01-15,Discontinued
2617,Desk Organizer Wood,Accessories,Miniso,238,458,213,2024-04-07,Active
2618,Cable Management Kit,Accessories,Ugreen,198,365,214,2023-07-25,Active
2619,Gaming Mouse Pad XL,Accessories,Corsair,454,712,215,2024-03-30,Active
2620,4K Webcam,Electronics,Logitech,6090,9809,201,2024-09-19,Active
2621,Wireless Earbuds,Electronics,boAt,1073,1981,216,2022-09-08,Active
2622,Monitor Arm Dual,Accessories,Fleximounts,1599,2666,217,2022-10-03,Active
2623,Smart Plug WiFi,Electronics,TP-Link,300,532,218,2024-10-17,Active
2624,Laptop Backpack 15.6,Accessories,Wildcraft,1016,1464,219,2023-11-01,Active
2625,Drawing Tablet,Electronics,Wacom,6427,8732,220,2022-06-06,Active
2626,Smart LED Bulb,Electronics,Syska,151,299,221,2024-08-12,Active
2627,Foldable Desk,Furniture,Durian,4404,6985,222,2023-06-20,Active
2628,Gaming Chair,Furniture,Green Soul,10710,16129,208,2022-02-06,Discontinued
2629,Portable Projector,Electronics,MI,6446,11832,299,2022-09-01,Active
2630,WiFi Router AC1200,Electronics,TP-Link,1133,1950,218,2024-07-30,Active
2631,Network Switch 8-Port,Electronics,D-Link,885,1650,236,2023-09-13,Inactive
2632,Surge Protector 6-in-1,Accessories,Belkin,585,985,235,2023-10-02,Active
2633,Cable Organizer Bag,Accessories,Ugreen,120,230,214,2024-10-01,Active
2634,Smartphone Stand,Accessories,Portronics,190,354,223,2024-09-01,Active
2635,USB Flash Drive 64GB,Electronics,SanDisk,251,455,224,2023-06-24,Active
2636,External HDD 2TB,Electronics,Seagate,4337,6139,225,2023-12-24,Active
2637,Keyboard Wrist Rest,Accessories,Kensington,299,501,226,2025-04-24,Active
2638,Monitor Cleaning Kit,Accessories,3M,198,338,227,2025-04-10,Active
2639,Laptop Cooling Pad,Accessories,Zebronics,726,967,228,2022-07-19,Active
2640,Smart Speaker,Electronics,Amazon,2525,3437,229,2022-04-26,Active
2641,Action Camera 4K,Electronics,GoPro,13864,25739,230,2025-04-28,Active
2642,Ring Light 18-inch,Accessories,Digitek,1268,2147,231,2022-08-23,Active
2643,Tripod Flexible,Accessories,Joby,762,1447,232,2024-08-01,Active
2644,Microphone USB,Electronics,Blue,4395,7020,233,2024-05-12,Active
2645,Headphone Stand,Accessories,Satechi,826,1322,234,2023-10-11,Active
2646,Docking Station,Electronics,Dell,5029,8115,204,2024-09-27,Active
2647,Privacy Screen Filter,Accessories,3M,937,1450,227,2024-10-26,Active
2648,Ergonomic Mouse Vertical,Electronics,Anker,1029,1492,202,2023-09-06,Active
2649,Trackball Mouse,Electronics,Logitech,3139,4996,201,2022-06-04,Active
2650,Fingerprint Reader USB,Electronics,Kensington,1819,2871,226,2022-04-08,Active
2651,Wireless Mouse,Electronics,Logitech,460,742,201,2022-07-08,Active
2652,Bluetooth Keyboard,Electronics,Logitech,798,1221,201,2023-07-14,Active
2653,USB-C Hub 7-in-1,Electronics,Anker,676,994,202,2023-03-06,Active
2654,Noise Cancelling Headphones,Electronics,Sony,3667,6920,203,2024-10-30,Active
2655,27-inch Monitor,Electronics,Dell,12248,19151,204,2023-02-14,Active
2656,Mechanical Keyboard,Electronics,Keychron,2591,4312,205,2025-01-26,Active
2657,Webcam 1080p,Electronics,Logitech,941,1872,201,2023-01-18,Active
2658,Laptop Stand Aluminium,Accessories,Nexstand,347,764,206,2024-08-15,Active
2659,Desk Lamp LED,Furniture,Philips,542,955,207,2024-06-07,Inactive
2660,Office Chair Ergonomic,Furniture,Green Soul,9078,12767,208,2023-02-15,Active
2661,Wireless Charger 15W,Electronics,Anker,304,557,202,2023-09-07,Active
2662,Portable SSD 1TB,Electronics,Samsung,3114,5359,209,2022-05-12,Active
2663,Smart Watch Series 5,Wearables,Noise,2318,3336,210,2023-08-11,Active
2664,Fitness Band Pro,Wearables,Mi,908,1631,211,2024-04-11,Active
2665,Bluetooth Speaker,Electronics,JBL,1611,2716,212,2023-09-28,Active
2666,Power Bank 20000mAh,Electronics,Anker,906,1480,202,2022-03-17,Active
2667,Desk Organizer Wood,Accessories,Miniso,233,407,213,2023-07-23,Active
2668,Cable Management Kit,Accessories,Ugreen,163,374,214,2024-09-22,Active
2669,Gaming Mouse Pad XL,Accessories,Corsair,364,754,215,2023-10-05,Active
2670,4K Webcam,Electronics,Logitech,6439,9720,201,2024-04-13,Inactive
2671,Wireless Earbuds,Electronics,boAt,1262,2153,216,2024-03-23,Inactive
2672,Monitor Arm Dual,Accessories,Fleximounts,1708,2412,217,2022-08-18,Active
2673,Smart Plug WiFi,Electronics,TP-Link,280,461,218,2025-04-03,Inactive
2674,Laptop Backpack 15.6,Accessories,Wildcraft,1005,1425,219,2022-07-04,Active
2675,Drawing Tablet,Electronics,Wacom,5497,10082,220,2023-11-06,Active
2676,Smart LED Bulb,Electronics,Syska,161,317,221,2023-04-29,Inactive
2677,Foldable Desk,Furniture,Durian,3845,6449,222,2023-03-15,Discontinued
2678,Gaming Chair,Furniture,Green Soul,9622,15213,208,2025-04-22,Active
2679,Portable Projector,Electronics,MI,7575,12478,299,2022-08-20,Active
2680,WiFi Router AC1200,Electronics,TP-Link,1173,2072,218,2023-07-23,Inactive
2681,Network Switch 8-Port,Electronics,D-Link,1108,1555,236,2024-01-24,Active
2682,Surge Protector 6-in-1,Accessories,Belkin,557,1092,235,2025-05-25,Active
2683,Cable Organizer Bag,Accessories,Ugreen,129,264,214,2022-04-22,Active
2684,Smartphone Stand,Accessories,Portronics,196,331,223,2025-02-05,Active
2685,USB Flash Drive 64GB,Electronics,SanDisk,292,519,224,2022-09-07,Active
2686,External HDD 2TB,Electronics,Seagate,3499,5930,225,2022-01-17,Inactive
2687,Keyboard Wrist Rest,Accessories,Kensington,310,601,226,2023-06-08,Active
2688,Monitor Cleaning Kit,Accessories,3M,204,367,227,2023-09-02,Active
2689,Laptop Cooling Pad,Accessories,Zebronics,726,1082,228,2023-10-12,Inactive
2690,Smart Speaker,Electronics,Amazon,2376,3433,229,2022-03-11,Active
2691,Action Camera 4K,Electronics,GoPro,13110,26396,230,2024-10-03,Active
2692,Ring Light 18-inch,Accessories,Digitek,1169,2135,231,2024-05-15,Inactive
2693,Tripod Flexible,Accessories,Joby,976,1596,232,2023-06-19,Active
2694,Microphone USB,Electronics,Blue,4300,7142,233,2025-01-26,Active
2695,Headphone Stand,Accessories,Satechi,769,1176,234,2022-04-17,Active
2696,Docking Station,Electronics,Dell,4707,7908,204,2022-10-06,Active
2697,Privacy Screen Filter,Accessories,3M,810,1441,227,2025-03-25,Active
2698,Ergonomic Mouse Vertical,Electronics,Anker,879,1604,202,2022-09-24,Active
2699,Trackball Mouse,Electronics,Logitech,3378,5292,201,2023-10-17,Active
2700,Fingerprint Reader USB,Electronics,Kensington,2002,2779,226,2022-12-22,Active
2701,Wireless Mouse,Electronics,Logitech,494,741,201,2023-02-11,Active
2702,Bluetooth Keyboard,Electronics,Logitech,749,1173,201,2024-02-12,Inactive
2703,USB-C Hub 7-in-1,Electronics,Anker,691,944,202,2022-02-17,Inactive
2704,Noise Cancelling Headphones,Electronics,Sony,4385,6664,203,2022-07-02,Discontinued
2705,27-inch Monitor,Electronics,Dell,11368,19764,204,2022-12-12,Active
2706,Mechanical Keyboard,Electronics,Keychron,2899,4385,205,2022-11-02,Active
2707,Webcam 1080p,Electronics,Logitech,1056,1960,201,2022-08-29,Active
2708,Laptop Stand Aluminium,Accessories,Nexstand,383,737,206,2024-07-18,Active
2709,Desk Lamp LED,Furniture,Philips,519,849,207,2023-02-21,Active
2710,Office Chair Ergonomic,Furniture,Green Soul,9423,14789,208,2023-08-13,Active
2711,Wireless Charger 15W,Electronics,Anker,328,591,202,2023-02-28,Active
2712,Portable SSD 1TB,Electronics,Samsung,3675,4782,209,2023-01-23,Active
2713,Smart Watch Series 5,Wearables,Noise,2042,3251,210,2023-08-18,Discontinued
2714,Fitness Band Pro,Wearables,Mi,902,1583,211,2023-05-24,Active
2715,Bluetooth Speaker,Electronics,JBL,1900,2974,212,2022-01-22,Active
2716,Power Bank 20000mAh,Electronics,Anker,989,1641,202,2024-03-25,Active
2717,Desk Organizer Wood,Accessories,Miniso,266,468,213,2025-05-08,Active
2718,Cable Management Kit,Accessories,Ugreen,158,318,214,2023-11-13,Inactive
2719,Gaming Mouse Pad XL,Accessories,Corsair,416,679,215,2025-05-26,Inactive
2720,4K Webcam,Electronics,Logitech,6613,9176,201,2022-04-04,Active
2721,Wireless Earbuds,Electronics,boAt,1202,1951,216,2024-03-19,Active
2722,Monitor Arm Dual,Accessories,Fleximounts,1423,2803,217,2022-03-26,Active
2723,Smart Plug WiFi,Electronics,TP-Link,260,499,218,2023-11-26,Inactive
2724,Laptop Backpack 15.6,Accessories,Wildcraft,792,1444,219,2024-12-22,Active
2725,Drawing Tablet,Electronics,Wacom,5754,9144,220,2022-09-19,Active
2726,Smart LED Bulb,Electronics,Syska,171,286,221,2024-01-09,Inactive
2727,Foldable Desk,Furniture,Durian,3926,7527,222,2025-06-09,Active
2728,Gaming Chair,Furniture,Green Soul,11055,16053,208,2024-06-11,Inactive
2729,Portable Projector,Electronics,MI,7085,13186,299,2022-11-06,Active
2730,WiFi Router AC1200,Electronics,TP-Link,1352,2054,218,2024-06-20,Active
2731,Network Switch 8-Port,Electronics,D-Link,877,1513,236,2022-03-15,Active
2732,Surge Protector 6-in-1,Accessories,Belkin,584,992,235,2022-08-26,Discontinued
2733,Cable Organizer Bag,Accessories,Ugreen,135,226,214,2024-01-01,Discontinued
2734,Smartphone Stand,Accessories,Portronics,183,346,223,2022-08-19,Active
2735,USB Flash Drive 64GB,Electronics,SanDisk,311,461,224,2022-07-11,Active
2736,External HDD 2TB,Electronics,Seagate,3554,6401,225,2024-11-07,Active
2737,Keyboard Wrist Rest,Accessories,Kensington,326,567,226,2023-03-11,Active
2738,Monitor Cleaning Kit,Accessories,3M,205,351,227,2025-03-14,Active
2739,Laptop Cooling Pad,Accessories,Zebronics,732,948,228,2024-10-17,Active
2740,Smart Speaker,Electronics,Amazon,2456,3167,229,2022-09-07,Active
2741,Action Camera 4K,Electronics,GoPro,15407,27255,230,2023-10-25,Active
2742,Ring Light 18-inch,Accessories,Digitek,1049,2131,231,2024-09-09,Active
2743,Tripod Flexible,Accessories,Joby,1012,1527,232,2022-01-12,Active
2744,Microphone USB,Electronics,Blue,3884,7170,233,2024-07-16,Active
2745,Headphone Stand,Accessories,Satechi,834,1360,234,2025-03-11,Active
2746,Docking Station,Electronics,Dell,5767,8481,204,2023-08-03,Active
2747,Privacy Screen Filter,Accessories,3M,771,1370,227,2025-05-18,Active
2748,Ergonomic Mouse Vertical,Electronics,Anker,950,1496,202,2024-03-27,Active
2749,Trackball Mouse,Electronics,Logitech,3538,4662,201,2024-04-04,Active
2750,Fingerprint Reader USB,Electronics,Kensington,1936,3091,226,2022-09-04,Active
2751,Wireless Mouse,Electronics,Logitech,491,732,201,2023-09-28,Inactive
2752,Bluetooth Keyboard,Electronics,Logitech,804,1165,201,2022-07-16,Active
2753,USB-C Hub 7-in-1,Electronics,Anker,622,997,202,2024-03-05,Active
2754,Noise Cancelling Headphones,Electronics,Sony,4279,6399,203,2024-05-15,Active
2755,27-inch Monitor,Electronics,Dell,12927,18749,204,2024-05-22,Active
2756,Mechanical Keyboard,Electronics,Keychron,2811,4706,205,2023-04-05,Active
2757,Webcam 1080p,Electronics,Logitech,1170,1954,201,2024-12-15,Active
2758,Laptop Stand Aluminium,Accessories,Nexstand,383,670,206,2024-06-14,Active
2759,Desk Lamp LED,Furniture,Philips,567,863,207,2022-09-19,Active
2760,Office Chair Ergonomic,Furniture,Green Soul,7991,13295,208,2024-05-25,Active
2761,Wireless Charger 15W,Electronics,Anker,294,548,202,2022-04-03,Active
2762,Portable SSD 1TB,Electronics,Samsung,3210,4912,209,2024-08-09,Active
2763,Smart Watch Series 5,Wearables,Noise,2143,3326,210,2023-06-06,Active
2764,Fitness Band Pro,Wearables,Mi,1059,1444,211,2024-08-05,Active
2765,Bluetooth Speaker,Electronics,JBL,1628,2935,212,2022-06-20,Active
2766,Power Bank 20000mAh,Electronics,Anker,945,1443,202,2024-07-20,Active
2767,Desk Organizer Wood,Accessories,Miniso,246,477,213,2023-12-01,Discontinued
2768,Cable Management Kit,Accessories,Ugreen,200,327,214,2023-01-15,Active
2769,Gaming Mouse Pad XL,Accessories,Corsair,481,665,215,2022-08-06,Active
2770,4K Webcam,Electronics,Logitech,4961,8810,201,2022-01-28,Active
2771,Wireless Earbuds,Electronics,boAt,1192,2076,216,2025-05-17,Active
2772,Monitor Arm Dual,Accessories,Fleximounts,1505,2762,217,2025-06-17,Active
2773,Smart Plug WiFi,Electronics,TP-Link,295,518,218,2024-03-19,Active
2774,Laptop Backpack 15.6,Accessories,Wildcraft,780,1390,219,2023-01-26,Active
2775,Drawing Tablet,Electronics,Wacom,5300,10393,220,2022-02-24,Active
2776,Smart LED Bulb,Electronics,Syska,157,308,221,2024-06-11,Active
2777,Foldable Desk,Furniture,Durian,4651,7053,222,2022-06-26,Active
2778,Gaming Chair,Furniture,Green Soul,9692,15916,208,2022-02-14,Active
2779,Portable Projector,Electronics,MI,8405,12572,299,2024-06-30,Discontinued
2780,WiFi Router AC1200,Electronics,TP-Link,1190,2143,218,2025-04-13,Active
2781,Network Switch 8-Port,Electronics,D-Link,920,1704,236,2024-03-13,Active
2782,Surge Protector 6-in-1,Accessories,Belkin,554,1025,235,2024-06-03,Discontinued
2783,Cable Organizer Bag,Accessories,Ugreen,133,261,214,2025-05-05,Active
2784,Smartphone Stand,Accessories,Portronics,207,317,223,2024-03-29,Active
2785,USB Flash Drive 64GB,Electronics,SanDisk,288,510,224,2024-09-26,Active
2786,External HDD 2TB,Electronics,Seagate,3299,5422,225,2025-03-26,Active
2787,Keyboard Wrist Rest,Accessories,Kensington,278,592,226,2024-05-04,Inactive
2788,Monitor Cleaning Kit,Accessories,3M,159,358,227,2023-12-12,Active
2789,Laptop Cooling Pad,Accessories,Zebronics,638,931,228,2023-01-29,Active
2790,Smart Speaker,Electronics,Amazon,2159,3504,229,2025-04-18,Inactive
2791,Action Camera 4K,Electronics,GoPro,14276,25509,230,2024-08-17,Active
2792,Ring Light 18-inch,Accessories,Digitek,1126,2084,231,2024-05-03,Active
2793,Tripod Flexible,Accessories,Joby,936,1569,232,2024-08-25,Active
2794,Microphone USB,Electronics,Blue,4965,7170,233,2023-08-02,Active
2795,Headphone Stand,Accessories,Satechi,683,1295,234,2022-12-21,Active
2796,Docking Station,Electronics,Dell,5365,7361,204,2024-05-01,Inactive
2797,Privacy Screen Filter,Accessories,3M,888,1419,227,2025-02-14,Active
2798,Ergonomic Mouse Vertical,Electronics,Anker,838,1721,202,2024-01-02,Active
2799,Trackball Mouse,Electronics,Logitech,2888,5358,201,2024-10-28,Active
2800,Fingerprint Reader USB,Electronics,Kensington,1564,2957,226,2025-06-18,Active
2801,Wireless Mouse,Electronics,Logitech,458,697,201,2023-11-28,Active
2802,Bluetooth Keyboard,Electronics,Logitech,843,1264,201,2025-02-14,Active
2803,USB-C Hub 7-in-1,Electronics,Anker,555,1037,202,2024-11-21,Active
2804,Noise Cancelling Headphones,Electronics,Sony,3701,5915,203,2024-06-15,Active
2805,27-inch Monitor,Electronics,Dell,14235,19971,204,2022-08-05,Active
2806,Mechanical Keyboard,Electronics,Keychron,2892,4607,205,2022-07-28,Active
2807,Webcam 1080p,Electronics,Logitech,949,1657,201,2022-08-30,Inactive
2808,Laptop Stand Aluminium,Accessories,Nexstand,427,651,206,2023-08-22,Active
